Code,Name,ipo_date,,
600212.SH,江泉实业,1999/8/17,CSRC综合,Wind资本货物
600213.SH,亚星客车,1999/8/31,CSRC汽车制造业,Wind汽车与汽车零部件
600215.SH,长春经开,1999/9/9,CSRC房地产业,Wind房地产Ⅱ
600216.SH,浙江医药,1999/10/21,CSRC医药制造业,Wind制药、生物科技与生命科学
600217.SH,中再资环,1999/12/16,CSRC废弃资源综合利用业,Wind商业和专业服务
600218.SH,全柴动力,1998/12/3,CSRC通用设备制造业,Wind资本货物
600219.SH,南山铝业,1999/12/23,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600220.SH,江苏阳光,1999/9/27,CSRC纺织业,Wind耐用消费品与服装
600221.SH,海航控股,1999/11/25,CSRC航空运输业,Wind运输
600222.SH,太龙药业,1999/11/5,CSRC医药制造业,Wind制药、生物科技与生命科学
600223.SH,鲁商发展,2000/1/13,CSRC房地产业,Wind房地产Ⅱ
600225.SH,天津松江,2000/1/27,CSRC房地产业,Wind房地产Ⅱ
600226.SH,瀚叶股份,1999/11/16,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600227.SH,圣济堂,2000/2/21,CSRC医药制造业,Wind制药、生物科技与生命科学
600228.SH,ST昌九,1999/1/19,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600229.SH,城市传媒,2000/3/9,CSRC新闻和出版业,Wind媒体Ⅱ
600230.SH,沧州大化,2000/4/6,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600231.SH,凌钢股份,2000/5/11,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
600232.SH,金鹰股份,2000/6/2,CSRC纺织业,Wind耐用消费品与服装
600233.SH,圆通速递,2000/6/8,CSRC邮政业,Wind运输
600234.SH,*ST山水,2000/6/15,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
600235.SH,民丰特纸,2000/6/15,CSRC造纸及纸制品业,Wind材料Ⅱ
600236.SH,桂冠电力,2000/3/23,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600237.SH,铜峰电子,2000/6/9,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600238.SH,ST椰岛,2000/1/20,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600239.SH,云南城投,1999/12/2,CSRC房地产业,Wind房地产Ⅱ
600240.SH,*ST华业,2000/6/28,CSRC房地产业,Wind房地产Ⅱ
600241.SH,时代万恒,2000/11/28,CSRC批发业,Wind零售业
600242.SH,中昌数据,2000/12/7,CSRC互联网和相关服务,Wind软件与服务
600243.SH,青海华鼎,2000/11/20,CSRC通用设备制造业,Wind资本货物
600246.SH,万通地产,2000/9/22,CSRC房地产业,Wind房地产Ⅱ
600247.SH,ST成城,2000/11/23,CSRC批发业,Wind资本货物
600248.SH,延长化建,2000/6/22,CSRC土木工程建筑业,Wind资本货物
600249.SH,两面针,2004/1/30,CSRC化学原料及化学制品制造业,Wind家庭与个人用品
600250.SH,南纺股份,2001/3/6,CSRC批发业,Wind零售业
600251.SH,冠农股份,2003/6/9,CSRC农副食品加工业,Wind食品、饮料与烟草
600252.SH,中恒集团,2000/11/30,CSRC医药制造业,Wind制药、生物科技与生命科学
600255.SH,梦舟股份,2000/11/22,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600256.SH,广汇能源,2000/5/26,CSRC石油和天然气开采业,Wind能源Ⅱ
600257.SH,大湖股份,2000/6/12,CSRC渔业,Wind食品、饮料与烟草
600258.SH,首旅酒店,2000/6/1,CSRC住宿业,Wind消费者服务Ⅱ
600259.SH,广晟有色,2000/5/25,CSRC有色金属矿采选业,Wind材料Ⅱ
600260.SH,凯乐科技,2000/7/6,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600261.SH,阳光照明,2000/7/20,CSRC电气机械及器材制造业,Wind耐用消费品与服装
600262.SH,北方股份,2000/6/30,CSRC专用设备制造业,Wind资本货物
600265.SH,ST景谷,2000/8/25,CSRC林业,Wind材料Ⅱ
600266.SH,北京城建,1999/2/3,CSRC房地产业,Wind房地产Ⅱ
600267.SH,海正药业,2000/7/25,CSRC医药制造业,Wind制药、生物科技与生命科学
600268.SH,国电南自,1999/11/18,CSRC电气机械及器材制造业,Wind资本货物
600269.SH,赣粤高速,2000/5/18,CSRC道路运输业,Wind运输
600271.SH,航天信息,2003/7/11,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600272.SH,开开实业,2001/2/28,CSRC零售业,Wind医疗保健设备与服务
600273.SH,嘉化能源,2003/6/27,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600275.SH,ST昌鱼,2000/8/10,CSRC农副食品加工业,Wind食品、饮料与烟草
600276.SH,恒瑞医药,2000/10/18,CSRC医药制造业,Wind制药、生物科技与生命科学
600277.SH,亿利洁能,2000/7/25,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600278.SH,东方创业,2000/7/12,CSRC批发业,Wind零售业
600279.SH,重庆港九,2000/7/31,CSRC水上运输业,Wind运输
600280.SH,中央商场,2000/9/26,CSRC零售业,Wind零售业
600281.SH,太化股份,2000/11/9,CSRC石油加工、炼焦及核燃料加工业,Wind材料Ⅱ
600282.SH,南钢股份,2000/9/19,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
600283.SH,钱江水利,2000/10/18,CSRC水的生产和供应业,Wind公用事业Ⅱ
600284.SH,浦东建设,2004/3/16,CSRC土木工程建筑业,Wind资本货物
600285.SH,羚锐制药,2000/10/18,CSRC医药制造业,Wind制药、生物科技与生命科学
600287.SH,江苏舜天,2000/9/1,CSRC批发业,Wind零售业
600288.SH,大恒科技,2000/11/29,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600289.SH,*ST信通,2000/7/20,CSRC软件和信息技术服务业,Wind技术硬件与设备
600290.SH,华仪电气,2000/11/6,CSRC电气机械及器材制造业,Wind资本货物
600291.SH,西水股份,2000/7/31,CSRC保险业,Wind保险Ⅱ
600292.SH,远达环保,2000/11/1,CSRC生态保护和环境治理业,Wind商业和专业服务
600293.SH,三峡新材,2000/9/19,CSRC零售业,Wind零售业
600295.SH,鄂尔多斯,2001/4/26,CSRC黑色金属冶炼及压延加工,Wind资本货物
600297.SH,广汇汽车,2000/11/16,CSRC零售业,Wind零售业
600298.SH,安琪酵母,2000/8/18,CSRC食品制造业,Wind食品、饮料与烟草
600299.SH,安迪苏,2000/4/20,CSRC医药制造业,Wind制药、生物科技与生命科学
600300.SH,维维股份,2000/6/30,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600301.SH,ST南化,2000/7/12,CSRC化学原料及化学制品制造业,Wind资本货物
600302.SH,标准股份,2000/12/13,CSRC专用设备制造业,Wind资本货物
600303.SH,曙光股份,2000/12/26,CSRC汽车制造业,Wind汽车与汽车零部件
600305.SH,恒顺醋业,2001/2/6,CSRC食品制造业,Wind食品、饮料与烟草
600306.SH,商业城,2000/12/26,CSRC零售业,Wind零售业
600307.SH,酒钢宏兴,2000/12/20,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
600308.SH,华泰股份,2000/9/28,CSRC造纸及纸制品业,Wind材料Ⅱ
600309.SH,万华化学,2001/1/5,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600310.SH,桂东电力,2001/2/28,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600311.SH,荣华实业,2001/6/26,CSRC有色金属矿采选业,Wind材料Ⅱ
600312.SH,平高电气,2001/2/21,CSRC电气机械及器材制造业,Wind资本货物
600313.SH,农发种业,2001/1/19,CSRC农业,Wind资本货物
600315.SH,上海家化,2001/3/15,CSRC化学原料及化学制品制造业,Wind家庭与个人用品
600316.SH,洪都航空,2000/12/15,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600317.SH,营口港,2002/1/31,CSRC水上运输业,Wind运输
600318.SH,新力金融,2000/12/8,CSRC其他金融业,Wind多元金融
600319.SH,亚星化学,2001/3/26,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600320.SH,振华重工,2000/12/21,CSRC专用设备制造业,Wind资本货物
600321.SH,ST正源,2001/5/24,CSRC木材加工及木、竹、藤、棕、草制品业,Wind资本货物
600322.SH,天房发展,2001/9/10,CSRC房地产业,Wind房地产Ⅱ
600323.SH,瀚蓝环境,2000/12/25,CSRC生态保护和环境治理业,Wind商业和专业服务
600325.SH,华发股份,2004/2/25,CSRC房地产业,Wind房地产Ⅱ
600326.SH,西藏天路,2001/1/16,CSRC非金属矿物制品业,Wind资本货物
600327.SH,大东方,2002/6/25,CSRC零售业,Wind零售业
600328.SH,兰太实业,2000/12/22,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600329.SH,中新药业,2001/6/6,CSRC医药制造业,Wind制药、生物科技与生命科学
600330.SH,天通股份,2001/1/18,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
600331.SH,宏达股份,2001/12/20,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600332.SH,白云山,2001/2/6,CSRC医药制造业,Wind制药、生物科技与生命科学
600333.SH,长春燃气,2000/12/11,CSRC燃气生产和供应业,Wind公用事业Ⅱ
600335.SH,国机汽车,2001/3/5,CSRC批发业,Wind零售业
600336.SH,澳柯玛,2000/12/29,CSRC电气机械及器材制造业,Wind耐用消费品与服装
600337.SH,美克家居,2000/11/27,CSRC零售业,Wind耐用消费品与服装
600338.SH,西藏珠峰,2000/12/27,CSRC有色金属矿采选业,Wind材料Ⅱ
600339.SH,中油工程,2000/12/25,CSRC开采辅助活动,Wind能源Ⅱ
600340.SH,华夏幸福,2003/12/30,CSRC房地产业,Wind房地产Ⅱ
600343.SH,航天动力,2003/4/8,CSRC专用设备制造业,Wind资本货物
600345.SH,长江通信,2000/12/22,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600346.SH,恒力石化,2001/8/20,CSRC化学纤维制造业,Wind材料Ⅱ
600348.SH,阳泉煤业,2003/8/21,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600350.SH,山东高速,2002/3/18,CSRC道路运输业,Wind运输
600351.SH,亚宝药业,2002/9/26,CSRC医药制造业,Wind制药、生物科技与生命科学
600352.SH,浙江龙盛,2003/8/1,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600353.SH,旭光股份,2002/11/20,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600354.SH,敦煌种业,2004/1/15,CSRC农业,Wind食品、饮料与烟草
600355.SH,精伦电子,2002/6/13,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600356.SH,恒丰纸业,2001/4/19,CSRC造纸及纸制品业,Wind材料Ⅱ
600358.SH,国旅联合,2000/9/22,CSRC互联网和相关服务,Wind媒体Ⅱ
600359.SH,新农开发,1999/4/29,CSRC农业,Wind食品、饮料与烟草
600360.SH,华微电子,2001/3/16,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
600361.SH,华联综超,2001/11/29,CSRC零售业,Wind食品与主要用品零售Ⅱ
600362.SH,江西铜业,2002/1/11,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600363.SH,联创光电,2001/3/29,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600365.SH,通葡股份,2001/1/15,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草
600366.SH,宁波韵升,2000/10/30,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ
600367.SH,红星发展,2001/3/20,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600368.SH,五洲交通,2000/12/21,CSRC道路运输业,Wind运输
600369.SH,西南证券,2001/1/9,CSRC资本市场服务,Wind多元金融
600370.SH,三房巷,2003/3/6,CSRC纺织业,Wind耐用消费品与服装
600371.SH,万向德农,2002/9/16,CSRC农业,Wind食品、饮料与烟草
600372.SH,中航电子,2001/7/6,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600373.SH,中文传媒,2002/3/4,CSRC新闻和出版业,Wind媒体Ⅱ
600375.SH,华菱星马,2003/4/1,CSRC汽车制造业,Wind资本货物
600376.SH,首开股份,2001/3/12,CSRC房地产业,Wind房地产Ⅱ
600377.SH,宁沪高速,2001/1/16,CSRC道路运输业,Wind运输
600378.SH,昊华科技,2001/1/11,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600379.SH,宝光股份,2002/1/16,CSRC电气机械及器材制造业,Wind资本货物
600380.SH,健康元,2001/6/8,CSRC医药制造业,Wind制药、生物科技与生命科学
600381.SH,青海春天,2001/5/8,CSRC食品制造业,Wind食品、饮料与烟草
600382.SH,广东明珠,2001/1/18,CSRC批发业,Wind资本货物
600383.SH,金地集团,2001/4/12,CSRC房地产业,Wind房地产Ⅱ
600385.SH,*ST金泰,2001/7/23,CSRC医药制造业,Wind耐用消费品与服装
600386.SH,北巴传媒,2001/2/16,CSRC零售业,Wind零售业
600387.SH,海越能源,2004/2/18,CSRC批发业,Wind能源Ⅱ
600388.SH,龙净环保,2000/12/29,CSRC专用设备制造业,Wind资本货物
600389.SH,江山股份,2001/1/10,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600390.SH,五矿资本,2001/1/15,CSRC其他金融业,Wind多元金融
600391.SH,航发科技,2001/12/12,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600392.SH,盛和资源,2003/5/29,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600393.SH,粤泰股份,2001/3/19,CSRC房地产业,Wind房地产Ⅱ
600395.SH,盘江股份,2001/5/31,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600396.SH,*ST金山,2001/3/28,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600397.SH,安源煤业,2002/7/2,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600398.SH,海澜之家,2000/12/28,CSRC纺织服装、服饰业,Wind耐用消费品与服装
600399.SH,ST抚钢,2000/12/29,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ
600400.SH,红豆股份,2001/1/8,CSRC纺织服装、服饰业,Wind耐用消费品与服装
600403.SH,大有能源,2003/10/9,CSRC煤炭开采和洗选业,Wind能源Ⅱ
600405.SH,动力源,2004/4/1,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
600406.SH,国电南瑞,2003/10/16,CSRC软件和信息技术服务业,Wind资本货物
600408.SH,ST安泰,2003/2/12,CSRC黑色金属冶炼及压延加工,Wind能源Ⅱ
600409.SH,三友化工,2003/6/18,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600410.SH,华胜天成,2004/4/27,CSRC软件和信息技术服务业,Wind软件与服务
600415.SH,小商品城,2002/5/9,CSRC商务服务业,Wind房地产Ⅱ
600416.SH,湘电股份,2002/7/18,CSRC通用设备制造业,Wind资本货物
600418.SH,江淮汽车,2001/8/24,CSRC汽车制造业,Wind汽车与汽车零部件
600419.SH,天润乳业,2001/6/28,CSRC食品制造业,Wind食品、饮料与烟草
600420.SH,现代制药,2004/6/16,CSRC医药制造业,Wind制药、生物科技与生命科学
600421.SH,*ST仰帆,2004/6/7,CSRC通用设备制造业,Wind消费者服务Ⅱ
600422.SH,昆药集团,2000/12/6,CSRC医药制造业,Wind制药、生物科技与生命科学
600423.SH,*ST柳化,2003/7/17,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600425.SH,青松建化,2003/7/24,CSRC非金属矿物制品业,Wind材料Ⅱ
600426.SH,华鲁恒升,2002/6/20,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600428.SH,中远海特,2002/4/18,CSRC水上运输业,Wind运输
600429.SH,三元股份,2003/9/15,CSRC食品制造业,Wind食品、饮料与烟草
600433.SH,冠豪高新,2003/6/19,CSRC造纸及纸制品业,Wind材料Ⅱ
600435.SH,北方导航,2003/7/4,CSRC计算机、通信和其他电子设备制造业,Wind资本货物
600436.SH,片仔癀,2003/6/16,CSRC医药制造业,Wind制药、生物科技与生命科学
600438.SH,通威股份,2004/3/2,CSRC农副食品加工业,Wind食品、饮料与烟草
600439.SH,瑞贝卡,2003/7/10,CSRC皮革、毛皮、羽毛及其制品和制鞋业,Wind家庭与个人用品
600444.SH,国机通用,2004/2/19,CSRC通用设备制造业,Wind资本货物
600446.SH,金证股份,2003/12/24,CSRC软件和信息技术服务业,Wind软件与服务
600448.SH,华纺股份,2001/9/3,CSRC纺织业,Wind耐用消费品与服装
600449.SH,宁夏建材,2003/8/29,CSRC非金属矿物制品业,Wind材料Ⅱ
600452.SH,涪陵电力,2004/3/3,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600455.SH,博通股份,2004/3/29,CSRC综合,Wind资本货物
600456.SH,宝钛股份,2002/4/12,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600458.SH,时代新材,2002/12/19,CSRC橡胶和塑料制品业,Wind材料Ⅱ
600459.SH,贵研铂业,2003/5/16,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600460.SH,士兰微,2003/3/11,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备
600461.SH,洪城水业,2004/6/1,CSRC水的生产和供应业,Wind公用事业Ⅱ
600462.SH,*ST九有,2003/9/3,CSRC商务服务业,Wind运输
600463.SH,空港股份,2004/3/18,CSRC土木工程建筑业,Wind房地产Ⅱ
600466.SH,蓝光发展,2001/2/12,CSRC房地产业,Wind房地产Ⅱ
600467.SH,好当家,2004/4/5,CSRC渔业,Wind食品、饮料与烟草
600468.SH,百利电气,2001/6/15,CSRC电气机械及器材制造业,Wind资本货物
600469.SH,风神股份,2003/10/21,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件
600470.SH,六国化工,2004/3/5,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600475.SH,华光股份,2003/7/21,CSRC通用设备制造业,Wind资本货物
600476.SH,湘邮科技,2003/12/10,CSRC软件和信息技术服务业,Wind软件与服务
600477.SH,杭萧钢构,2003/11/10,CSRC建筑装饰和其他建筑业,Wind资本货物
600478.SH,科力远,2003/9/18,CSRC电气机械及器材制造业,Wind资本货物
600479.SH,千金药业,2004/3/12,CSRC医药制造业,Wind制药、生物科技与生命科学
600480.SH,凌云股份,2003/8/15,CSRC汽车制造业,Wind汽车与汽车零部件
600481.SH,双良节能,2003/4/22,CSRC电气机械及器材制造业,Wind资本货物
600482.SH,中国动力,2004/7/14,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600483.SH,福能股份,2004/5/31,CSRC电力、热力生产和供应业,Wind公用事业Ⅱ
600485.SH,*ST信威,2003/8/7,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
600486.SH,扬农化工,2002/4/25,CSRC化学原料及化学制品制造业,Wind材料Ⅱ
600487.SH,亨通光电,2003/8/22,CSRC电气机械及器材制造业,Wind技术硬件与设备
600488.SH,天药股份,2001/6/18,CSRC医药制造业,Wind制药、生物科技与生命科学
600489.SH,中金黄金,2003/8/14,CSRC有色金属矿采选业,Wind材料Ⅱ
600490.SH,鹏欣资源,2003/6/26,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ
600491.SH,龙元建设,2004/5/24,CSRC土木工程建筑业,Wind资本货物
600493.SH,凤竹纺织,2004/4/21,CSRC纺织业,Wind耐用消费品与服装
600495.SH,晋西车轴,2004/5/26,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物
600496.SH,精工钢构,2002/6/5,CSRC建筑装饰和其他建筑业,Wind资本货物
600497.SH,驰宏锌锗,2004/4/20,CSRC有色金属矿采选业,Wind材料Ⅱ
600498.SH,烽火通信,2001/8/23,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备
