,permno,ShortName,ListedDate,DelistedDate,IPOIndustryCode,IPOIndustryName,LatestIndustryName,LatestIndustryCode
2,000001,平安银行,1991-04-03,,I01,银行业,货币金融服务,J66
3,000002,万科A,1991-01-29,,J01,房地产开发与经营业,房地产业,K70
4,000003,PT 金田A,1991-07-03,2002-06-14,M,综合类,综合,S90
5,000004,国农科技,1991-01-14,,F03,公路运输业,医药制造业,C27
6,000005,世纪星源,1990-12-10,,M,综合类,生态保护和环境治理业,N77
7,000006,深振业A,1992-04-27,,J01,房地产开发与经营业,房地产业,K70
8,000007,全新好,1992-04-13,,J01,房地产开发与经营业,房地产业,K70
9,000008,神州高铁,1992-05-07,,G87,计算机应用服务业,铁路、船舶、航空航天和其它运输设备制造业,C37
10,000009,中国宝安,1991-06-25,,M,综合类,综合,S90
11,000010,*ST 美丽,1995-10-27,,H21,商业经纪与代理业,土木工程建筑业,E48
12,000011,深物业A,1992-03-30,,M,综合类,房地产业,K70
13,000012,南玻A,1992-02-28,,C61,非金属矿物制品业,非金属矿物制品业,C30
14,000013,*ST 石化A,1992-05-06,2004-09-20,H03,能源、材料和机械电子设备批发业,批发业,F51
15,000014,沙河股份,1992-06-02,,J01,房地产开发与经营业,房地产业,K70
16,000015,PT 中浩A,1992-06-25,2001-10-25,M,综合类,综合,S90
17,000016,深康佳A,1992-03-27,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
18,000017,深中华A,1992-03-31,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
19,000018,*ST 神城,1992-06-16,,C11,纺织业,建筑装饰和其他建筑业,E50
20,000019,深粮控股,1992-10-12,,C05,饮料制造业,批发业,F51
21,000020,深华发A,1992-04-28,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
22,000021,深科技,1994-02-02,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
23,001872,深赤湾A,1993-05-05,2018-12-25,F11,交通运输辅助业,水上运输业,G55
24,000023,深天地A,1993-04-29,,E01,土木工程建筑业,非金属矿物制品业,C30
25,000024,招商地产,1993-06-07,2015-12-30,J01,房地产开发与经营业,房地产业,K70
26,000025,特力A,1993-06-21,,M,综合类,批发业,F51
27,000026,飞亚达A,1993-06-03,,C78,仪器仪表及文化、办公用机械制造业,零售业,F52
28,000027,深圳能源,1993-09-03,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
29,000028,国药一致,1993-08-09,,C81,医药制造业,批发业,F51
30,000029,深深房A,1993-09-15,,J01,房地产开发与经营业,房地产业,K70
31,000030,富奥股份,1993-09-29,,C99,其他制造业,汽车制造业,C36
32,000031,大悦城,1993-10-08,,J01,房地产开发与经营业,房地产业,K70
33,000032,深桑达A,1993-10-28,,G81,通信及相关设备制造业,批发业,F51
34,000033,新都退,1994-01-03,2017-07-07,K32,旅馆业,住宿业,H61
35,000034,神州数码,1994-05-09,,M,综合类,批发业,F51
36,000035,中国天楹,1994-04-08,,G81,通信及相关设备制造业,生态保护和环境治理业,N77
37,000036,华联控股,1994-06-17,,C11,纺织业,房地产业,K70
38,000037,深南电A,1994-07-01,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
39,000038,深大通,1994-08-08,,G87,计算机应用服务业,商务服务业,L72
40,000039,中集集团,1994-04-08,,C69,金属制品业,金属制品业,C33
41,000040,东旭蓝天,1994-08-08,,M,综合类,电力、热力生产和供应业,D44
42,000042,中洲控股,1994-09-21,,J01,房地产开发与经营业,房地产业,K70
43,000043,中航善达,1994-09-28,,M,综合类,房地产业,K70
44,000045,深纺织A,1994-08-15,,C11,纺织业,计算机、通信和其他电子设备制造业,C39
45,000046,泛海控股,1994-09-12,,J01,房地产开发与经营业,房地产业,K70
46,000047,ST 中侨,1994-10-21,2003-05-30,J01,房地产开发与经营业,房地产业,K70
47,000048,*ST 康达,1994-11-01,,C01,食品加工业,农副食品加工业,C13
48,000049,德赛电池,1995-03-20,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
49,000050,深天马A,1995-03-15,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
50,000055,方大集团,1996-04-15,,C69,金属制品业,金属制品业,C33
51,000056,皇庭国际,1996-07-08,,H11,零售业,商务服务业,L72
52,000058,深赛格,1996-12-26,,C51,电子元器件制造业,商务服务业,L72
53,000059,华锦股份,1997-01-30,,C43,化学原料及化学制品制造业,石油加工、炼焦及核燃料加工业,C25
54,000060,中金岭南,1997-01-23,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
55,000061,农产品,1997-01-10,,H01,食品、饮料、烟草和家庭用品批发业,商务服务业,L72
56,000062,深圳华强,1997-01-30,,M,综合类,批发业,F51
57,000063,中兴通讯,1997-11-18,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
58,000065,北方国际,1998-06-05,,E01,土木工程建筑业,土木工程建筑业,E48
59,000066,中国长城,1997-06-26,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
60,000068,华控赛格,1997-06-11,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
61,000069,华侨城A,1997-09-10,,K34,旅游业,房地产业,K70
62,000070,特发信息,2000-05-11,,C51,电子元器件制造业,电气机械及器材制造业,C38
63,000078,海王生物,1998-12-18,,C81,医药制造业,零售业,F52
64,000088,盐田港,1997-07-28,,F11,交通运输辅助业,道路运输业,G54
65,000089,深圳机场,1998-04-20,,F11,交通运输辅助业,航空运输业,G56
66,000090,天健集团,1999-07-21,,E01,土木工程建筑业,土木工程建筑业,E48
67,000096,广聚能源,2000-07-24,,H03,能源、材料和机械电子设备批发业,批发业,F51
68,000099,中信海直,2000-07-31,,F09,航空运输业,航空运输业,G56
69,000100,TCL集团,2004-01-30,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
70,000150,宜华健康,2000-08-07,,C78,仪器仪表及文化、办公用机械制造业,卫生,Q83
71,000151,中成股份,2000-09-06,,K99,其他社会服务业,批发业,F51
72,000153,丰原药业,2000-09-20,,C81,医药制造业,医药制造业,C27
73,000155,川能动力,2000-09-26,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
74,000156,华数传媒,2000-09-06,,C49,塑料制造业,广播、电视、电影和影视录音制作业,R86
75,000157,中联重科,2000-10-12,,C73,专用设备制造业,专用设备制造业,C35
76,000158,常山北明,2000-07-24,,C11,纺织业,软件和信息技术服务业,I65
77,000159,国际实业,2000-09-26,,M,综合类,批发业,F51
78,000166,申万宏源,2015-01-26,,J67,资本市场服务,资本市场服务,J67
79,000301,东方盛虹,2000-05-29,,C11,纺织业,化学纤维制造业,C28
80,000333,美的集团,2013-09-18,,C38,电气机械及器材制造业,电气机械及器材制造业,C38
81,000338,潍柴动力,2007-04-30,,C75,交通运输设备制造业,汽车制造业,C36
82,000400,许继电气,1997-04-18,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
83,000401,冀东水泥,1996-06-14,,C61,非金属矿物制品业,非金属矿物制品业,C30
84,000402,金融街,1996-06-26,,J01,房地产开发与经营业,房地产业,K70
85,000403,振兴生化,1996-06-28,,C43,化学原料及化学制品制造业,医药制造业,C27
86,000404,长虹华意,1996-06-19,,C73,专用设备制造业,通用设备制造业,C34
87,000405,ST 鑫光,1996-06-20,2004-03-19,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
88,000406,石油大明,1996-06-28,2006-04-21,B03,石油和天然气开采业,石油和天然气开采业,B07
89,000407,胜利股份,1996-07-03,,C49,塑料制造业,燃气生产和供应业,D45
90,000408,藏格控股,1996-06-28,,C61,非金属矿物制品业,化学原料及化学制品制造业,C26
91,000409,*ST 地矿,1996-06-27,,C73,专用设备制造业,综合,S90
92,000410,*ST 沈机,1996-07-18,,C71,普通机械制造业,通用设备制造业,C34
93,000411,英特集团,1996-07-16,,H11,零售业,批发业,F51
94,000412,ST 五环,1996-07-15,2003-09-19,M,综合类,综合,S90
95,000413,东旭光电,1996-09-25,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
96,000415,渤海租赁,1996-07-16,,E01,土木工程建筑业,租赁业,L71
97,000416,民生控股,1996-07-19,,C03,食品制造业,其他金融业,J69
98,000417,合肥百货,1996-08-12,,H11,零售业,零售业,F52
99,000418,小天鹅A,1997-03-28,2019-06-21,C76,电器机械及器材制造业,电气机械及器材制造业,C38
100,000419,通程控股,1996-08-16,,H11,零售业,零售业,F52
101,000420,吉林化纤,1996-08-02,,C47,化学纤维制造业,化学纤维制造业,C28
102,000421,南京公用,1996-08-06,,K01,公共设施服务业,燃气生产和供应业,D45
103,000422,ST 宜化,1996-08-15,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
104,000423,东阿阿胶,1996-07-29,,C81,医药制造业,医药制造业,C27
105,000425,徐工机械,1996-08-28,,C73,专用设备制造业,专用设备制造业,C35
106,000426,兴业矿业,1996-08-28,,D01,电力、蒸汽、热水的生产和供应业,有色金属矿采选业,B09
107,000428,华天酒店,1996-08-08,,K34,旅游业,住宿业,H61
108,000429,粤高速A,1998-02-20,,F11,交通运输辅助业,道路运输业,G54
109,000430,张家界,1996-08-29,,K34,旅游业,公共设施管理业,N78
110,000488,晨鸣纸业,2000-11-20,,C31,造纸及纸制品业,造纸及纸制品业,C22
111,000498,山东路桥,1997-06-09,,C47,化学纤维制造业,土木工程建筑业,E48
112,000501,鄂武商A,1992-11-20,,H11,零售业,零售业,F52
113,000502,绿景控股,1992-11-23,,J01,房地产开发与经营业,房地产业,K70
114,000503,国新健康,1992-11-30,,M,综合类,互联网和相关服务,I64
115,000504,*ST 生物,1992-12-08,,L01,出版业,科技推广和应用服务业,M75
116,000505,京粮控股,1992-12-21,,J01,房地产开发与经营业,农副食品加工业,C13
117,000506,中润资源,1993-03-12,,C31,造纸及纸制品业,有色金属矿采选业,B09
118,000507,珠海港,1993-03-26,,M,综合类,水上运输业,G55
119,000508,琼民源A,1993-04-30,1999-07-12,J01,房地产开发与经营业,房地产业,K70
120,000509,华塑控股,1993-05-07,,A07,渔业,橡胶和塑料制品业,C29
121,000510,新金路,1993-05-07,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
122,000511,烯碳退,1993-05-18,2018-07-18,J01,房地产开发与经营业,非金属矿物制品业,C30
123,000513,丽珠集团,1993-10-28,,C81,医药制造业,医药制造业,C27
124,000514,渝开发,1993-07-12,,J01,房地产开发与经营业,房地产业,K70
125,000515,攀渝钛业,1993-07-12,2009-05-06,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
126,000516,国际医学,1993-08-09,,H11,零售业,卫生,Q83
127,000517,荣安地产,1993-08-06,,G81,通信及相关设备制造业,房地产业,K70
128,000518,四环生物,1993-09-08,,C85,生物制品业,医药制造业,C27
129,000519,中兵红箭,1993-10-08,,C71,普通机械制造业,专用设备制造业,C35
130,000520,长航凤凰,1993-10-25,,C41,石油加工及炼焦业,水上运输业,G55
131,000521,长虹美菱,1993-10-18,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
132,000522,白云山A,1993-11-08,2013-04-26,C81,医药制造业,医药制造业,C27
133,000523,广州浪奇,1993-11-08,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
134,000524,岭南控股,1993-11-18,,K32,旅馆业,住宿业,H61
135,000525,红太阳,1993-10-28,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
136,000526,紫光学大,1993-11-01,,M,综合类,教育,P82
137,000527,美的电器,1993-11-12,2013-09-18,C76,电器机械及器材制造业,电气机械及器材制造业,C38
138,000528,柳工,1993-11-18,,C73,专用设备制造业,专用设备制造业,C35
139,000529,广弘控股,1993-11-18,,C11,纺织业,农副食品加工业,C13
140,000530,大冷股份,1993-12-08,,C71,普通机械制造业,通用设备制造业,C34
141,000531,穗恒运A,1994-01-06,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
142,000532,华金资本,1994-01-03,,D01,电力、蒸汽、热水的生产和供应业,综合,S90
143,000533,顺钠股份,1994-01-03,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
144,000534,万泽股份,1994-01-10,,D01,电力、蒸汽、热水的生产和供应业,医药制造业,C27
145,000535,*ST 猴王,1993-11-30,2005-09-21,C69,金属制品业,金属制品业,C33
146,000536,华映科技,1993-11-26,,C76,电器机械及器材制造业,计算机、通信和其他电子设备制造业,C39
147,000537,广宇发展,1993-12-10,,M,综合类,房地产业,K70
148,000538,云南白药,1993-12-15,,C81,医药制造业,医药制造业,C27
149,000539,粤电力A,1993-11-26,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
150,000540,中天金融,1994-02-02,,M,综合类,房地产业,K70
151,000541,佛山照明,1993-11-23,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
152,000542,TCL通讯,1993-12-01,2004-01-13,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
153,000543,皖能电力,1993-12-20,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
154,000544,中原环保,1993-12-08,,C61,非金属矿物制品业,水的生产和供应业,D46
155,000545,金浦钛业,1993-12-15,,C81,医药制造业,化学原料及化学制品制造业,C26
156,000546,金圆股份,1993-12-15,,J01,房地产开发与经营业,生态保护和环境治理业,N77
157,000547,航天发展,1993-11-30,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
158,000548,湖南投资,1993-12-20,,K01,公共设施服务业,道路运输业,G54
159,000549,S 湘火炬,1993-12-20,2007-04-27,C75,交通运输设备制造业,汽车制造业,C36
160,000550,江铃汽车,1993-12-01,,C75,交通运输设备制造业,汽车制造业,C36
161,000551,创元科技,1994-01-06,,C71,普通机械制造业,综合,S90
162,000552,靖远煤电,1994-01-06,,B01,煤炭采选业,煤炭开采和洗选业,B06
163,000553,安道麦A,1993-12-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
164,000554,泰山石油,1993-12-15,,H03,能源、材料和机械电子设备批发业,批发业,F51
165,000555,神州信息,1994-04-08,,G81,通信及相关设备制造业,软件和信息技术服务业,I65
166,000556,PT 南洋,1994-05-25,2002-05-29,F07,水上运输业,水上运输业,G55
167,000557,西部创业,1994-06-17,,C85,生物制品业,铁路运输业,G53
168,000558,莱茵体育,1994-05-09,,J01,房地产开发与经营业,房地产业,K70
169,000559,万向钱潮,1994-01-10,,C75,交通运输设备制造业,汽车制造业,C36
170,000560,我爱我家,1994-02-02,,H11,零售业,房地产业,K70
171,000561,烽火电子,1994-05-09,,C76,电器机械及器材制造业,计算机、通信和其他电子设备制造业,C39
172,000562,宏源证券,1994-02-02,2015-01-26,I21,证券、期货业,资本市场服务,J67
173,000563,陕国投A,1994-01-10,,I31,金融信托业,其他金融业,J69
174,000564,供销大集,1994-01-10,,H11,零售业,零售业,F52
175,000565,渝三峡A,1994-04-08,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
176,000566,海南海药,1994-05-25,,C81,医药制造业,医药制造业,C27
177,000567,海德股份,1994-05-25,,M,综合类,其他金融业,J69
178,000568,泸州老窖,1994-05-09,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
179,000569,长城股份,1994-04-25,2009-05-06,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
180,000570,苏常柴A,1994-07-01,,C71,普通机械制造业,通用设备制造业,C34
181,000571,*ST 大洲,1994-05-25,,C75,交通运输设备制造业,综合,S90
182,000572,*ST 海马,1994-08-08,,M,综合类,汽车制造业,C36
183,000573,粤宏远A,1994-08-15,,J01,房地产开发与经营业,房地产业,K70
184,000576,广东甘化,1994-09-07,,C01,食品加工业,造纸及纸制品业,C22
185,000578,盐湖集团,1995-03-03,2011-03-22,H21,商业经纪与代理业,化学原料及化学制品制造业,C26
186,000581,威孚高科,1998-09-24,,C71,普通机械制造业,汽车制造业,C36
187,000582,北部湾港,1995-11-02,,F11,交通运输辅助业,水上运输业,G55
188,000583,S*ST 托普,1995-11-01,2007-05-21,G87,计算机应用服务业,软件和信息技术服务业,I65
189,000584,哈工智能,1995-11-28,,M,综合类,专用设备制造业,C35
190,000585,ST 东电,1995-12-13,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
191,000586,汇源通信,1995-12-20,,H21,商业经纪与代理业,计算机、通信和其他电子设备制造业,C39
192,000587,金洲慈航,1996-04-25,,C25,家具制造业,其他制造业,C41
193,000588,PT 粤金曼,1996-01-23,2001-06-15,A07,渔业,渔业,A04
194,000589,贵州轮胎,1996-03-08,,C48,橡胶制造业,橡胶和塑料制品业,C29
195,000590,启迪古汉,1996-01-19,,C81,医药制造业,医药制造业,C27
196,000591,太阳能,1996-02-08,,C81,医药制造业,电力、热力生产和供应业,D44
197,000592,平潭发展,1996-03-27,,J01,房地产开发与经营业,林业,A02
198,000593,大通燃气,1996-03-12,,H11,零售业,燃气生产和供应业,D45
199,000594,国恒退,1996-03-20,2015-07-13,B07,有色金属矿采选业,批发业,F51
200,000595,宝塔实业,1996-04-19,,C71,普通机械制造业,通用设备制造业,C34
201,000596,古井贡酒,1996-09-27,,C03,食品制造业,酒、饮料和精制茶制造业,C15
202,000597,东北制药,1996-05-23,,C81,医药制造业,医药制造业,C27
203,000598,兴蓉环境,1996-05-29,,C43,化学原料及化学制品制造业,水的生产和供应业,D46
204,000599,青岛双星,1996-04-30,,C48,橡胶制造业,橡胶和塑料制品业,C29
205,000600,建投能源,1996-06-06,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
206,000601,韶能股份,1996-08-30,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
207,000602,金马集团,1996-08-19,2013-08-14,G85,通信服务业,电力、热力生产和供应业,D44
208,000603,盛达矿业,1996-08-23,,C73,专用设备制造业,有色金属矿采选业,B09
209,000605,渤海股份,1996-09-13,,C85,生物制品业,水的生产和供应业,D46
210,000606,顺利办,1996-10-04,,C43,化学原料及化学制品制造业,互联网和相关服务,I64
211,000607,华媒控股,1996-08-30,,C78,仪器仪表及文化、办公用机械制造业,新闻和出版业,R85
212,000608,阳光股份,1996-09-19,,J01,房地产开发与经营业,房地产业,K70
213,000609,中迪投资,1996-10-10,,C43,化学原料及化学制品制造业,综合,S90
214,000610,西安旅游,1996-09-26,,K34,旅游业,公共设施管理业,N78
215,000611,*ST 天首,1996-10-08,,C78,仪器仪表及文化、办公用机械制造业,纺织业,C17
216,000612,焦作万方,1996-09-26,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
217,000613,大东海A,1997-01-28,,K32,旅馆业,住宿业,H61
218,000615,京汉股份,1996-10-16,,C47,化学纤维制造业,房地产业,K70
219,000616,海航投资,1996-11-08,,J01,房地产开发与经营业,房地产业,K70
220,000617,中油资本,1996-10-22,,C71,普通机械制造业,资本市场服务,J67
221,000618,吉林化工,1996-10-15,2006-02-20,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
222,000619,海螺型材,1996-10-23,,C49,塑料制造业,橡胶和塑料制品业,C29
223,000620,新华联,1996-10-29,,C41,石油加工及炼焦业,房地产业,K70
224,000621,*ST 比特,1996-11-05,2004-09-27,G87,计算机应用服务业,软件和信息技术服务业,I65
225,000622,恒立实业,1996-11-07,,C73,专用设备制造业,专用设备制造业,C35
226,000623,吉林敖东,1996-10-28,,C81,医药制造业,医药制造业,C27
227,000625,长安汽车,1997-06-10,,C75,交通运输设备制造业,汽车制造业,C36
228,000626,远大控股,1996-11-28,,M,综合类,批发业,F51
229,000627,天茂集团,1996-11-12,,C43,化学原料及化学制品制造业,保险业,J68
230,000628,高新发展,1996-11-18,,J01,房地产开发与经营业,房屋建筑业,E47
231,000629,攀钢钒钛,1996-11-15,,C65,黑色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
232,000630,铜陵有色,1996-11-20,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
233,000631,顺发恒业,1996-11-22,,C75,交通运输设备制造业,房地产业,K70
234,000632,三木集团,1996-11-21,,M,综合类,批发业,F51
235,000633,合金投资,1996-11-12,,M,综合类,电气机械及器材制造业,C38
236,000635,英力特,1996-11-20,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
237,000636,风华高科,1996-11-29,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
238,000637,茂化实华,1996-11-14,,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
239,000638,万方发展,1996-11-26,,M,综合类,软件和信息技术服务业,I65
240,000639,西王食品,1996-11-26,,C69,金属制品业,农副食品加工业,C13
241,000650,仁和药业,1996-12-10,,C47,化学纤维制造业,医药制造业,C27
242,000651,格力电器,1996-11-18,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
243,000652,泰达股份,1996-11-28,,F11,交通运输辅助业,批发业,F51
244,000653,ST 九州,1996-11-26,2002-09-13,H21,商业经纪与代理业,零售业,F52
245,000655,金岭矿业,1996-11-28,,C61,非金属矿物制品业,黑色金属矿采选业,B08
246,000656,金科股份,1996-11-28,,C65,黑色金属冶炼及压延加工业,房地产业,K70
247,000657,中钨高新,1996-12-05,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
248,000658,ST 海洋,1996-12-18,2002-09-20,M,综合类,综合,S90
249,000659,珠海中富,1996-12-03,,C49,塑料制造业,橡胶和塑料制品业,C29
250,000660,*ST 南华,1996-12-09,2004-09-13,M,综合类,综合,S90
251,000661,长春高新,1996-12-18,,C85,生物制品业,医药制造业,C27
252,000662,天夏智慧,1996-12-16,,M,综合类,软件和信息技术服务业,I65
253,000663,永安林业,1996-12-06,,A03,林业,家具制造业,C21
254,000665,湖北广电,1996-12-10,,C49,塑料制造业,广播、电视、电影和影视录音制作业,R86
255,000666,经纬纺机,1996-12-10,,C73,专用设备制造业,资本市场服务,J67
256,000667,美好置业,1996-12-05,,J01,房地产开发与经营业,房地产业,K70
257,000668,荣丰控股,1996-12-10,,H11,零售业,房地产业,K70
258,000669,金鸿控股,1996-12-10,,G81,通信及相关设备制造业,燃气生产和供应业,D45
259,000670,*ST 盈方,1996-12-17,,H11,零售业,计算机、通信和其他电子设备制造业,C39
260,000671,阳光城,1996-12-18,,M,综合类,房地产业,K70
261,000672,上峰水泥,1996-12-18,,M,综合类,非金属矿物制品业,C30
262,000673,当代东方,1997-01-24,,C61,非金属矿物制品业,文化艺术业,R87
263,000675,ST 银山,1996-12-26,2002-08-20,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
264,000676,智度股份,1996-12-24,,C78,仪器仪表及文化、办公用机械制造业,互联网和相关服务,I64
265,000677,恒天海龙,1996-12-26,,C47,化学纤维制造业,化学纤维制造业,C28
266,000678,襄阳轴承,1997-01-06,,C75,交通运输设备制造业,通用设备制造业,C34
267,000679,大连友谊,1997-01-24,,H11,零售业,零售业,F52
268,000680,山推股份,1997-01-22,,C73,专用设备制造业,专用设备制造业,C35
269,000681,视觉中国,1997-01-21,,C13,服装及其他纤维制品制造业,文化艺术业,R87
270,000682,东方电子,1997-01-21,,G87,计算机应用服务业,电气机械及器材制造业,C38
271,000683,远兴能源,1997-01-31,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
272,000685,中山公用,1997-01-23,,K01,公共设施服务业,水的生产和供应业,D46
273,000686,东北证券,1997-02-27,,M,综合类,资本市场服务,J67
274,000687,华讯方舟,1997-02-21,,C47,化学纤维制造业,计算机、通信和其他电子设备制造业,C39
275,000688,国城矿业,1997-01-20,,G87,计算机应用服务业,有色金属矿采选业,B09
276,000689,ST 宏业,1996-12-31,2002-09-05,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
277,000690,宝新能源,1997-01-28,,D,电力、煤气及水的生产和供应业,电力、热力生产和供应业,D44
278,000691,亚太实业,1997-02-28,,M,综合类,房地产业,K70
279,000692,惠天热电,1997-02-27,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
280,000693,华泽退,1997-02-26,2019-07-09,L20,信息传播服务业,有色金属矿采选业,B09
281,000695,滨海能源,1997-02-18,,C43,化学原料及化学制品制造业,印刷和记录媒介复制业,C23
282,000697,炼石航空,1997-03-25,,C51,电子元器件制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
283,000698,沈阳化工,1997-02-20,,C43,化学原料及化学制品制造业,石油加工、炼焦及核燃料加工业,C25
284,000699,S*ST 佳纸,1997-03-10,2007-04-04,C31,造纸及纸制品业,造纸及纸制品业,C22
285,000700,模塑科技,1997-02-28,,C75,交通运输设备制造业,汽车制造业,C36
286,000701,厦门信达,1997-02-26,,M,综合类,批发业,F51
287,000702,正虹科技,1997-03-18,,C01,食品加工业,农副食品加工业,C13
288,000703,恒逸石化,1997-03-28,,G81,通信及相关设备制造业,化学纤维制造业,C28
289,000705,浙江震元,1997-04-10,,H01,食品、饮料、烟草和家庭用品批发业,批发业,F51
290,000707,ST 双环,1997-04-15,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
291,000708,大冶特钢,1997-03-26,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
292,000709,河钢股份,1997-04-16,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
293,000710,贝瑞基因,1997-04-22,,C75,交通运输设备制造业,专业技术服务业,M74
294,000711,京蓝科技,1997-04-11,,K34,旅游业,土木工程建筑业,E48
295,000712,锦龙股份,1997-04-15,,C11,纺织业,资本市场服务,J67
296,000713,丰乐种业,1997-04-22,,A01,农业,农、林、牧、渔服务业,A05
297,000715,中兴商业,1997-05-08,,H11,零售业,零售业,F52
298,000716,黑芝麻,1997-04-18,,M,综合类,食品制造业,C14
299,000717,韶钢松山,1997-05-08,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
300,000718,苏宁环球,1997-04-08,,C31,造纸及纸制品业,房地产业,K70
301,000719,中原传媒,1997-03-31,,C43,化学原料及化学制品制造业,新闻和出版业,R85
302,000720,新能泰山,1997-05-09,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
303,000721,西安饮食,1997-04-30,,K30,餐饮业,餐饮业,H62
304,000722,湖南发展,1997-05-22,,M,综合类,电力、热力生产和供应业,D44
305,000723,美锦能源,1997-05-15,,C76,电器机械及器材制造业,石油加工、炼焦及核燃料加工业,C25
306,000725,京东方A,2001-01-12,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
307,000726,鲁泰A,2000-12-25,,C11,纺织业,纺织业,C17
308,000727,华东科技,1997-05-20,,C76,电器机械及器材制造业,计算机、通信和其他电子设备制造业,C39
309,000728,国元证券,1997-06-16,,C43,化学原料及化学制品制造业,资本市场服务,J67
310,000729,燕京啤酒,1997-07-16,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
311,000730,*ST 环保,1997-05-22,2004-09-24,E01,土木工程建筑业,建筑装饰和其他建筑业,E50
312,000731,四川美丰,1997-06-17,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
313,000732,泰禾集团,1997-07-04,,C43,化学原料及化学制品制造业,房地产业,K70
314,000733,振华科技,1997-07-03,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
315,000735,罗牛山,1997-06-11,,A05,畜牧业,畜牧业,A03
316,000736,中交地产,1997-04-25,,C73,专用设备制造业,房地产业,K70
317,000737,ST 南风,1997-04-28,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
318,000738,航发控制,1997-06-26,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
319,000739,普洛药业,1997-05-09,,C81,医药制造业,医药制造业,C27
