,permno,ShortName,ListedDate,DelistedDate,IPOIndustryCode,IPOIndustryName,LatestIndustryName,LatestIndustryCode
2882,600687,*ST 刚泰,1993-11-08,,G87,计算机应用服务业,其他制造业,C41
2883,600688,上海石化,1993-11-08,,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
2884,600689,上海三毛,1993-11-08,,C13,服装及其他纤维制品制造业,纺织业,C17
2885,600690,海尔智家,1993-11-19,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
2886,600691,阳煤化工,1993-11-19,,C65,黑色金属冶炼及压延加工业,化学原料及化学制品制造业,C26
2887,600692,亚通股份,1993-11-19,,F07,水上运输业,房地产业,K70
2888,600693,东百集团,1993-11-22,,H11,零售业,零售业,F52
2889,600694,大商股份,1993-11-22,,H11,零售业,零售业,F52
2890,600695,绿庭投资,1993-11-22,,C01,食品加工业,资本市场服务,J67
2891,600696,ST 岩石,1993-12-06,,C61,非金属矿物制品业,房地产业,K70
2892,600697,欧亚集团,1993-12-06,,H11,零售业,零售业,F52
2893,600698,*ST 天雁,1993-12-06,,C75,交通运输设备制造业,汽车制造业,C36
2894,600699,均胜电子,1993-12-06,,C47,化学纤维制造业,汽车制造业,C36
2895,600700,*ST 数码,1996-04-30,2005-09-20,M,综合类,综合,S90
2896,600701,*ST 工新,1996-05-28,,M,综合类,软件和信息技术服务业,I65
2897,600702,舍得酒业,1996-05-24,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
2898,600703,三安光电,1996-05-28,,C43,化学原料及化学制品制造业,计算机、通信和其他电子设备制造业,C39
2899,600704,物产中大,1996-06-06,,H21,商业经纪与代理业,批发业,F51
2900,600705,中航资本,1996-05-16,,M,综合类,其他金融业,J69
2901,600706,曲江文旅,1996-05-16,,G85,通信服务业,公共设施管理业,N78
2902,600707,彩虹股份,1996-05-20,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
2903,600708,光明地产,1996-06-06,,M,综合类,房地产业,K70
2904,600709,ST 生态,1996-06-18,2003-05-23,A01,农业,农业,A01
2905,600710,苏美达,1996-07-01,,C73,专用设备制造业,批发业,F51
2906,600711,盛屯矿业,1996-05-31,,M,综合类,有色金属矿采选业,B09
2907,600712,南宁百货,1996-06-26,,H11,零售业,零售业,F52
2908,600713,南京医药,1996-07-01,,C81,医药制造业,零售业,F52
2909,600714,金瑞矿业,1996-06-06,,C65,黑色金属冶炼及压延加工业,煤炭开采和洗选业,B06
2910,600715,文投控股,1996-07-01,,C75,交通运输设备制造业,广播、电视、电影和影视录音制作业,R86
2911,600716,凤凰股份,1996-07-02,,C61,非金属矿物制品业,房地产业,K70
2912,600717,天津港,1996-06-14,,F11,交通运输辅助业,水上运输业,G55
2913,600718,东软集团,1996-06-18,,G87,计算机应用服务业,软件和信息技术服务业,I65
2914,600719,大连热电,1996-07-16,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
2915,600720,祁连山,1996-07-16,,C61,非金属矿物制品业,非金属矿物制品业,C30
2916,600721,*ST 百花,1996-06-26,,G83,计算机及相关设备制造业,研究和试验发展,M73
2917,600722,金牛化工,1996-06-26,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
2918,600723,首商股份,1996-07-16,,H11,零售业,零售业,F52
2919,600724,宁波富达,1996-07-16,,C76,电器机械及器材制造业,房地产业,K70
2920,600725,ST 云维,1996-07-02,,C43,化学原料及化学制品制造业,石油加工、炼焦及核燃料加工业,C25
2921,600726,*ST 华源,1996-07-01,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
2922,600727,鲁北化工,1996-07-02,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
2923,600728,佳都科技,1996-07-16,,G87,计算机应用服务业,软件和信息技术服务业,I65
2924,600729,重庆百货,1996-07-02,,H11,零售业,零售业,F52
2925,600730,中国高科,1996-07-26,,M,综合类,教育,P82
2926,600731,湖南海利,1996-08-02,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
2927,600732,ST 新梅,1996-08-16,,C73,专用设备制造业,房地产业,K70
2928,600733,北汽蓝谷,1996-08-16,,G81,通信及相关设备制造业,汽车制造业,C36
2929,600734,实达集团,1996-08-08,,G83,计算机及相关设备制造业,计算机、通信和其他电子设备制造业,C39
2930,600735,新华锦,1996-07-26,,C05,饮料制造业,皮革、毛皮、羽毛及其制品和制鞋业,C19
2931,600736,苏州高新,1996-08-15,,J01,房地产开发与经营业,房地产业,K70
2932,600737,中粮糖业,1996-07-31,,C61,非金属矿物制品业,农副食品加工业,C13
2933,600738,兰州民百,1996-08-02,,H11,零售业,零售业,F52
2934,600739,辽宁成大,1996-08-19,,H21,商业经纪与代理业,批发业,F51
2935,600740,山西焦化,1996-08-08,,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
2936,600741,华域汽车,1996-08-26,,K01,公共设施服务业,汽车制造业,C36
2937,600742,一汽富维,1996-08-26,,C75,交通运输设备制造业,汽车制造业,C36
2938,600743,华远地产,1996-09-09,,M,综合类,房地产业,K70
2939,600744,华银电力,1996-09-05,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
2940,600745,闻泰科技,1996-08-28,,C13,服装及其他纤维制品制造业,计算机、通信和其他电子设备制造业,C39
2941,600746,江苏索普,1996-09-18,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
2942,600747,*ST 大控,1996-09-16,,C55,日用电子器具制造业,批发业,F51
2943,600748,上实发展,1996-09-25,,C65,黑色金属冶炼及压延加工业,房地产业,K70
2944,600749,西藏旅游,1996-10-15,,K34,旅游业,公共设施管理业,N78
2945,600750,江中药业,1996-09-23,,C81,医药制造业,医药制造业,C27
2946,600751,海航科技,1996-09-09,,F07,水上运输业,批发业,F51
2947,600752,*ST 哈慈,1996-09-25,2005-09-22,C81,医药制造业,医药制造业,C27
2948,600753,东方银星,1996-09-27,,C76,电器机械及器材制造业,批发业,F51
2949,600754,锦江酒店,1996-10-11,,K32,旅馆业,住宿业,H61
2950,600755,厦门国贸,1996-10-03,,H21,商业经纪与代理业,批发业,F51
2951,600756,浪潮软件,1996-09-23,,G87,计算机应用服务业,软件和信息技术服务业,I65
2952,600757,长江传媒,1996-10-03,,C13,服装及其他纤维制品制造业,新闻和出版业,R85
2953,600758,红阳能源,1996-10-29,,E01,土木工程建筑业,煤炭开采和洗选业,B06
2954,600759,洲际油气,1996-10-08,,M,综合类,石油和天然气开采业,B07
2955,600760,中航沈飞,1996-10-11,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
2956,600761,安徽合力,1996-10-09,,C73,专用设备制造业,专用设备制造业,C35
2957,600762,S*ST 金荔,1996-10-25,2007-11-20,A01,农业,农业,A01
2958,600763,通策医疗,1996-10-30,,C14,皮革、毛皮、羽绒及制品制造业,卫生,Q83
2959,600764,中国海防,1996-11-04,,C41,石油加工及炼焦业,计算机、通信和其他电子设备制造业,C39
2960,600765,中航重机,1996-11-06,,C71,普通机械制造业,通用设备制造业,C34
2961,600766,园城黄金,1996-10-28,,H11,零售业,有色金属矿采选业,B09
2962,600767,ST 运盛,1996-11-15,,J01,房地产开发与经营业,软件和信息技术服务业,I65
2963,600768,宁波富邦,1996-11-11,,F03,公路运输业,有色金属冶炼及压延加工业,C32
2964,600769,祥龙电业,1996-11-01,,D01,电力、蒸汽、热水的生产和供应业,土木工程建筑业,E48
2965,600770,综艺股份,1996-11-20,,M,综合类,综合,S90
2966,600771,广誉远,1996-11-05,,C81,医药制造业,医药制造业,C27
2967,600772,S*ST 龙昌,1996-11-04,2006-11-30,F05,管道运输业,化学原料及化学制品制造业,C26
2968,600773,西藏城投,1996-11-08,,H21,商业经纪与代理业,房地产业,K70
2969,600774,汉商集团,1996-11-08,,H11,零售业,零售业,F52
2970,600775,南京熊猫,1996-11-18,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
2971,600776,东方通信,1996-11-26,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
2972,600777,新潮能源,1996-11-21,,M,综合类,综合,S90
2973,600778,友好集团,1996-12-03,,H11,零售业,零售业,F52
2974,600779,水井坊,1996-12-06,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
2975,600780,通宝能源,1996-12-05,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
2976,600781,ST 辅仁,1996-12-18,,C11,纺织业,医药制造业,C27
2977,600782,新钢股份,1996-12-25,,C69,金属制品业,黑色金属冶炼及压延加工业,C31
2978,600783,鲁信创投,1996-12-25,,C61,非金属矿物制品业,综合,S90
2979,600784,鲁银投资,1996-12-25,,M,综合类,综合,S90
2980,600785,新华百货,1997-01-08,,H11,零售业,零售业,F52
2981,600786,东方锅炉,1996-12-27,2008-03-18,C71,普通机械制造业,通用设备制造业,C34
2982,600787,中储股份,1997-01-21,,F21,仓储业,仓储业,G59
2983,600788,*ST 达曼,1996-12-30,2005-03-25,C99,其他制造业,其他制造业,C41
2984,600789,鲁抗医药,1997-02-26,,C81,医药制造业,医药制造业,C27
2985,600790,轻纺城,1997-02-28,,M,综合类,商务服务业,L72
2986,600791,京能置业,1997-01-30,,H11,零售业,房地产业,K70
2987,600792,云煤能源,1997-01-23,,C61,非金属矿物制品业,石油加工、炼焦及核燃料加工业,C25
2988,600793,宜宾纸业,1997-02-20,,C31,造纸及纸制品业,造纸及纸制品业,C22
2989,600794,保税科技,1997-03-06,,C31,造纸及纸制品业,仓储业,G59
2990,600795,国电电力,1997-03-18,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
2991,600796,钱江生化,1997-04-08,,C85,生物制品业,化学原料及化学制品制造业,C26
2992,600797,浙大网新,1997-04-18,,G87,计算机应用服务业,软件和信息技术服务业,I65
2993,600798,宁波海运,1997-04-23,,F07,水上运输业,水上运输业,G55
2994,600799,*ST 龙科,1997-04-16,2005-12-31,G87,计算机应用服务业,软件和信息技术服务业,I65
2995,600800,天津磁卡,1993-12-06,,C99,其他制造业,计算机、通信和其他电子设备制造业,C39
2996,600801,华新水泥,1994-01-03,,C61,非金属矿物制品业,非金属矿物制品业,C30
2997,600802,福建水泥,1994-01-03,,C61,非金属矿物制品业,非金属矿物制品业,C30
2998,600803,新奥股份,1994-01-03,,C43,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
2999,600804,鹏博士,1994-01-03,,C65,黑色金属冶炼及压延加工业,互联网和相关服务,I64
3000,600805,悦达投资,1994-01-03,,M,综合类,综合,S90
3001,600806,退市昆机,1994-01-03,2018-07-13,C73,专用设备制造业,通用设备制造业,C34
3002,600807,ST 天业,1994-01-03,,H11,零售业,房地产业,K70
3003,600808,马钢股份,1994-01-06,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
3004,600809,山西汾酒,1994-01-06,,C05,饮料制造业,酒、饮料和精制茶制造业,C15
3005,600810,神马股份,1994-01-06,,C47,化学纤维制造业,化学纤维制造业,C28
3006,600811,东方集团,1994-01-06,,M,综合类,批发业,F51
3007,600812,华北制药,1994-01-14,,C81,医药制造业,医药制造业,C27
3008,600813,ST 鞍一工,1994-01-14,2002-09-16,C73,专用设备制造业,专用设备制造业,C35
3009,600814,杭州解百,1994-01-14,,H11,零售业,零售业,F52
3010,600815,*ST 厦工,1994-01-28,,C73,专用设备制造业,专用设备制造业,C35
3011,600816,安信信托,1994-01-28,,I31,金融信托业,其他金融业,J69
3012,600817,ST 宏盛,1994-01-28,,M,综合类,房地产业,K70
3013,600818,中路股份,1994-01-28,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
3014,600819,耀皮玻璃,1994-01-28,,C61,非金属矿物制品业,非金属矿物制品业,C30
3015,600820,隧道股份,1994-01-28,,E01,土木工程建筑业,土木工程建筑业,E48
3016,600821,津劝业,1994-01-28,,H11,零售业,零售业,F52
3017,600822,上海物贸,1994-02-04,,H21,商业经纪与代理业,批发业,F51
3018,600823,世茂股份,1994-02-04,,H11,零售业,房地产业,K70
3019,600824,益民集团,1994-02-04,,H11,零售业,零售业,F52
3020,600825,新华传媒,1994-02-04,,H11,零售业,新闻和出版业,R85
3021,600826,兰生股份,1994-02-04,,H21,商业经纪与代理业,批发业,F51
3022,600827,百联股份,1994-02-04,,H11,零售业,零售业,F52
3023,600828,茂业商业,1994-02-24,,H11,零售业,零售业,F52
3024,600829,人民同泰,1994-02-24,,C81,医药制造业,批发业,F51
3025,600830,香溢融通,1994-02-24,,H11,零售业,租赁业,L71
3026,600831,广电网络,1994-02-24,,C76,电器机械及器材制造业,电信、广播电视和卫星传输服务,I63
3027,600832,东方明珠,1994-02-24,2015-05-20,M,综合类,公共设施管理业,N78
3028,600833,第一医药,1994-02-24,,H11,零售业,零售业,F52
3029,600834,申通地铁,1994-02-24,,D05,自来水的生产和供应业,道路运输业,G54
3030,600835,上海机电,1994-02-24,,C76,电器机械及器材制造业,通用设备制造业,C34
3031,600836,界龙实业,1994-02-24,,C35,印刷业,印刷和记录媒介复制业,C23
3032,600837,海通证券,1994-02-24,,H01,食品、饮料、烟草和家庭用品批发业,资本市场服务,J67
3033,600838,上海九百,1994-02-24,,H11,零售业,零售业,F52
3034,600839,四川长虹,1994-03-11,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
3035,600840,新湖创业,1994-03-11,2009-08-27,H11,零售业,房地产业,K70
3036,600841,上柴股份,1994-03-11,,C71,普通机械制造业,通用设备制造业,C34
3037,600842,中西药业,1994-03-11,2010-02-12,C81,医药制造业,医药制造业,C27
3038,600843,上工申贝,1994-03-11,,C73,专用设备制造业,专用设备制造业,C35
3039,600844,丹化科技,1994-03-11,,C37,文教体育用品制造业,化学原料及化学制品制造业,C26
3040,600845,宝信软件,1994-03-11,,C6905,铸铁管制造业,软件和信息技术服务业,I65
3041,600846,同济科技,1994-03-11,,M,综合类,土木工程建筑业,E48
3042,600847,万里股份,1994-03-24,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
3043,600848,上海临港,1994-03-24,,C78,仪器仪表及文化、办公用机械制造业,房地产业,K70
3045,600850,华东电脑,1994-03-24,,G83,计算机及相关设备制造业,软件和信息技术服务业,I65
3046,600851,海欣股份,1994-04-04,,C14,皮革、毛皮、羽绒及制品制造业,医药制造业,C27
3047,600852,*ST 中川,1994-04-04,2005-09-16,E01,土木工程建筑业,房屋建筑业,E47
3048,600853,龙建股份,1994-04-04,,E01,土木工程建筑业,土木工程建筑业,E48
3049,600854,春兰股份,1994-04-25,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
3050,600855,航天长峰,1994-04-25,,C73,专用设备制造业,专用设备制造业,C35
3051,600856,ST 中天,1994-04-25,,H11,零售业,燃气生产和供应业,D45
3052,600857,宁波中百,1994-04-25,,H1130,日用百货零售业,零售业,F52
3053,600858,银座股份,1994-05-06,,M,综合类,零售业,F52
3054,600859,王府井,1994-05-06,,H11,零售业,零售业,F52
3055,600860,京城股份,1994-05-06,,C73,专用设备制造业,专用设备制造业,C35
3056,600861,北京城乡,1994-05-20,,H11,零售业,零售业,F52
3057,600862,中航高科,1994-05-20,,C71,普通机械制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
3058,600863,内蒙华电,1994-05-20,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3059,600864,哈投股份,1994-08-09,,D01,电力、蒸汽、热水的生产和供应业,资本市场服务,J67
3060,600865,百大集团,1994-08-09,,H11,零售业,零售业,F52
3061,600866,星湖科技,1994-08-18,,C85,生物制品业,食品制造业,C14
3062,600867,通化东宝,1994-08-24,,C81,医药制造业,医药制造业,C27
3063,600868,梅雁吉祥,1994-09-12,,M,综合类,电力、热力生产和供应业,D44
3064,600869,智慧能源,1995-02-06,,C81,医药制造业,电气机械及器材制造业,C38
3065,600870,ST 厦华,1995-02-28,,C55,日用电子器具制造业,计算机、通信和其他电子设备制造业,C39
3066,600871,石化油服,1995-04-11,,C47,化学纤维制造业,开采辅助活动,B11
3067,600872,中炬高新,1995-01-24,,M,综合类,食品制造业,C14
3068,600873,梅花生物,1995-02-17,,C76,电器机械及器材制造业,食品制造业,C14
3069,600874,创业环保,1995-06-30,,K01,公共设施服务业,水的生产和供应业,D46
3070,600875,东方电气,1995-10-10,,C76,电器机械及器材制造业,通用设备制造业,C34
3071,600876,洛阳玻璃,1995-10-31,,C61,非金属矿物制品业,非金属矿物制品业,C30
3072,600877,*ST 嘉陵,1995-10-13,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
3073,600878,*ST 北科,1995-10-13,2004-09-15,M,综合类,综合,S90
3074,600879,航天电子,1995-11-15,,C73,专用设备制造业,专用设备制造业,C35
3075,600880,博瑞传播,1995-11-15,,L,传播与文化产业,新闻和出版业,R85
3076,600881,亚泰集团,1995-11-15,,M,综合类,非金属矿物制品业,C30
3077,600882,妙可蓝多,1995-12-06,,C43,化学原料及化学制品制造业,食品制造业,C14
3078,600883,博闻科技,1995-12-08,,C6105,水泥制品和石棉水泥制品业,非金属矿物制品业,C30
3079,600884,杉杉股份,1996-01-30,,C13,服装及其他纤维制品制造业,电气机械及器材制造业,C38
3080,600885,宏发股份,1996-02-05,,C43,化学原料及化学制品制造业,电气机械及器材制造业,C38
3081,600886,国投电力,1996-01-18,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3082,600887,伊利股份,1996-03-12,,C03,食品制造业,食品制造业,C14
3083,600888,新疆众和,1996-02-15,,C67,有色金属冶炼及压延加工业,计算机、通信和其他电子设备制造业,C39
3084,600889,南京化纤,1996-03-08,,C47,化学纤维制造业,化学纤维制造业,C28
3085,600890,中房股份,1996-03-18,,C7510,摩托车制造业,房地产业,K70
3086,600891,*ST 秋林,1996-03-25,,H11,零售业,其他制造业,C41
3087,600892,大晟文化,1996-03-15,,C73,专用设备制造业,软件和信息技术服务业,I65
3088,600893,航发动力,1996-04-08,,C03,食品制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
3089,600894,广日股份,1996-03-28,,C65,黑色金属冶炼及压延加工业,通用设备制造业,C34
3090,600895,张江高科,1996-04-22,,M,综合类,房地产业,K70
3091,600896,览海投资,1996-05-03,,F07,水上运输业,卫生,Q83
3092,600897,厦门空港,1996-05-31,,F11,交通运输辅助业,航空运输业,G56
3093,600898,国美通讯,1996-04-18,,H11,零售业,计算机、通信和其他电子设备制造业,C39
3094,600899,*ST 信联,1996-04-26,2005-09-21,L,传播与文化产业,软件和信息技术服务业,I65
3095,600900,长江电力,2003-11-18,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3096,600901,江苏租赁,2018-03-01,,L71,租赁业,货币金融服务,J66
3097,600903,贵州燃气,2017-11-07,,D45,燃气生产和供应业,燃气生产和供应业,D45
3098,600908,无锡银行,2016-09-23,,J66,货币金融服务,货币金融服务,J66
3099,600909,华安证券,2016-12-06,,J67,资本市场服务,资本市场服务,J67
3100,600917,重庆燃气,2014-09-30,,D45,燃气生产和供应业,燃气生产和供应业,D45
3101,600919,江苏银行,2016-08-02,,J66,货币金融服务,货币金融服务,J66
3102,600926,杭州银行,2016-10-27,,J66,货币金融服务,货币金融服务,J66
3103,600928,西安银行,2019-03-01,,J66,货币金融服务,货币金融服务,J66
3104,600929,湖南盐业,2018-03-26,,C14,食品制造业,食品制造业,C14
3105,600933,爱柯迪,2017-11-17,,C36,汽车制造业,汽车制造业,C36
3106,600936,广西广电,2016-08-15,,I63,电信、广播电视和卫星传输服务,电信、广播电视和卫星传输服务,I63
3107,600939,重庆建工,2017-02-21,,E48,土木工程建筑业,房屋建筑业,E47
3108,600958,东方证券,2015-03-23,,J67,资本市场服务,资本市场服务,J67
3109,600959,江苏有线,2015-04-28,,I63,电信、广播电视和卫星传输服务,电信、广播电视和卫星传输服务,I63
3110,600960,渤海汽车,2004-04-07,,C71,普通机械制造业,汽车制造业,C36
3111,600961,株冶集团,2004-08-30,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
3112,600962,国投中鲁,2004-06-22,,M,综合类,酒、饮料和精制茶制造业,C15
3113,600963,岳阳林纸,2004-05-25,,C31,造纸及纸制品业,造纸及纸制品业,C22
3114,600965,福成股份,2004-07-13,,A05,畜牧业,畜牧业,A03
3115,600966,博汇纸业,2004-06-08,,C31,造纸及纸制品业,造纸及纸制品业,C22
3116,600967,内蒙一机,2004-05-18,,C75,交通运输设备制造业,铁路、船舶、航空航天和其它运输设备制造业,C37
3117,600968,海油发展,2019-06-26,,B11,开采辅助活动,开采辅助活动,B11
3118,600969,郴电国际,2004-04-08,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3119,600970,中材国际,2005-04-12,,E01,土木工程建筑业,土木工程建筑业,E48
3120,600971,恒源煤电,2004-08-17,,B01,煤炭采选业,煤炭开采和洗选业,B06
3121,600973,宝胜股份,2004-08-02,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
3122,600975,新五丰,2004-06-09,,A05,畜牧业,畜牧业,A03
3123,600976,健民集团,2004-04-19,,C81,医药制造业,零售业,F52
3124,600977,中国电影,2016-08-09,,R86,广播、电视、电影和影视录音制作业,广播、电视、电影和影视录音制作业,R86
3125,600978,宜华生活,2004-08-24,,C25,家具制造业,家具制造业,C21
3126,600979,广安爱众,2004-09-06,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3127,600980,北矿科技,2004-05-12,,C51,电子元器件制造业,计算机、通信和其他电子设备制造业,C39
3128,600981,汇鸿集团,2004-06-30,,H01,食品、饮料、烟草和家庭用品批发业,批发业,F51
3129,600982,宁波热电,2004-07-06,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3130,600983,惠而浦,2004-07-27,,C76,电器机械及器材制造业,电气机械及器材制造业,C38
3131,600984,建设机械,2004-07-07,,C71,普通机械制造业,专用设备制造业,C35
3132,600985,淮北矿业,2004-04-28,,C43,化学原料及化学制品制造业,煤炭开采和洗选业,B06
3133,600986,科达股份,2004-04-26,,E01,土木工程建筑业,互联网和相关服务,I64
3134,600987,航民股份,2004-08-09,,C11,纺织业,纺织业,C17
3135,600988,赤峰黄金,2004-04-14,,C75,交通运输设备制造业,有色金属矿采选业,B09
3136,600989,宝丰能源,2019-05-16,,C26,化学原料及化学制品制造业,化学原料及化学制品制造业,C26
3137,600990,四创电子,2004-05-10,,G81,通信及相关设备制造业,计算机、通信和其他电子设备制造业,C39
3138,600991,广汽长丰,2004-06-14,2012-03-20,C75,交通运输设备制造业,汽车制造业,C36
3139,600992,贵绳股份,2004-05-14,,C69,金属制品业,金属制品业,C33
3140,600993,马应龙,2004-05-17,,C81,医药制造业,批发业,F51
3141,600995,文山电力,2004-06-15,,D01,电力、蒸汽、热水的生产和供应业,电力、热力生产和供应业,D44
3142,600996,贵广网络,2016-12-26,,I63,电信、广播电视和卫星传输服务,电信、广播电视和卫星传输服务,I63
3143,600997,开滦股份,2004-06-02,,B01,煤炭采选业,石油加工、炼焦及核燃料加工业,C25
3144,600998,九州通,2010-11-02,,H0160,药品及医疗器械批发业,批发业,F51
3145,600999,招商证券,2009-11-17,,I21,证券、期货业,资本市场服务,J67
3146,601000,唐山港,2010-07-05,,F11,交通运输辅助业,水上运输业,G55
3147,601001,大同煤业,2006-06-23,,B01,煤炭采选业,煤炭开采和洗选业,B06
3148,601002,晋亿实业,2007-01-26,,C71,普通机械制造业,通用设备制造业,C34
3149,601003,柳钢股份,2007-02-27,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
3150,601005,重庆钢铁,2007-02-28,,C65,黑色金属冶炼及压延加工业,黑色金属冶炼及压延加工业,C31
3151,601006,大秦铁路,2006-08-01,,F01,铁路运输业,铁路运输业,G53
3152,601007,金陵饭店,2007-04-06,,K32,旅馆业,住宿业,H61
3153,601008,连云港,2007-04-26,,F11,交通运输辅助业,水上运输业,G55
3154,601009,南京银行,2007-07-19,,I01,银行业,货币金融服务,J66
3155,601010,文峰股份,2011-06-03,,H11,零售业,零售业,F52
3156,601011,宝泰隆,2011-03-09,,C41,石油加工及炼焦业,石油加工、炼焦及核燃料加工业,C25
3157,601012,隆基股份,2012-04-11,,C51,电子元器件制造业,非金属矿物制品业,C30
3158,601015,陕西黑猫,2014-11-05,,C25,石油加工、炼焦及核燃料加工业,石油加工、炼焦及核燃料加工业,C25
3159,601016,节能风电,2014-09-29,,D44,电力、热力生产和供应业,电力、热力生产和供应业,D44
3160,601018,宁波港,2010-09-28,,F1105,港口业,水上运输业,G55
3161,601019,山东出版,2017-11-22,,R85,新闻和出版业,新闻和出版业,R85
3162,601020,华钰矿业,2016-03-16,,B09,有色金属矿采选业,有色金属矿采选业,B09
3163,601021,春秋航空,2015-01-21,,G56,航空运输业,航空运输业,G56
3164,601028,玉龙股份,2011-11-07,,C65,黑色金属冶炼及压延加工业,金属制品业,C33
3165,601038,一拖股份,2012-08-08,,C73,专用设备制造业,专用设备制造业,C35
3166,601058,赛轮轮胎,2011-06-30,,C48,橡胶制造业,橡胶和塑料制品业,C29
3167,601066,中信建投,2018-06-20,,J67,资本市场服务,资本市场服务,J67
3168,601068,中铝国际,2018-08-31,,E48,土木工程建筑业,土木工程建筑业,E48
3169,601069,西部黄金,2015-01-22,,B09,有色金属矿采选业,有色金属矿采选业,B09
3170,601086,国芳集团,2017-09-29,,F52,零售业,零售业,F52
3171,601088,中国神华,2007-10-09,,B01,煤炭采选业,煤炭开采和洗选业,B06
3172,601098,中南传媒,2010-10-28,,L01,出版业,新闻和出版业,R85
3173,601099,太平洋,2007-12-28,,I21,证券、期货业,资本市场服务,J67
3174,601100,恒立液压,2011-10-28,,C71,普通机械制造业,专用设备制造业,C35
3175,601101,昊华能源,2010-03-31,,B01,煤炭采选业,煤炭开采和洗选业,B06
3176,601106,中国一重,2010-02-09,,C73,专用设备制造业,专用设备制造业,C35
3177,601107,四川成渝,2009-07-27,,F1101,公路管理及养护业,道路运输业,G54
3178,601108,财通证券,2017-10-24,,J67,资本市场服务,资本市场服务,J67
3179,601111,中国国航,2006-08-18,,F09,航空运输业,航空运输业,G56
3180,601113,华鼎股份,2011-05-09,,C47,化学纤维制造业,化学纤维制造业,C28
3181,601116,三江购物,2011-03-02,,H11,零售业,零售业,F52
3182,601117,中国化学,2010-01-07,,E01,土木工程建筑业,土木工程建筑业,E48
3183,601118,海南橡胶,2011-01-07,,A01,农业,农业,A01
3184,601126,四方股份,2010-12-31,,C7610,输配电及控制设备制造业,电气机械及器材制造业,C38
3185,601127,小康股份,2016-06-15,,C36,汽车制造业,汽车制造业,C36
3186,601128,常熟银行,2016-09-30,,J66,货币金融服务,货币金融服务,J66
3187,601137,博威合金,2011-01-27,,C67,有色金属冶炼及压延加工业,有色金属冶炼及压延加工业,C32
3188,601138,工业富联,2018-06-08,,C39,计算机、通信和其他电子设备制造业,计算机、通信和其他电子设备制造业,C39
3189,601139,深圳燃气,2009-12-25,,D03,煤气生产和供应业,燃气生产和供应业,D45
3190,601155,新城控股,2015-12-04,,K70,房地产业,房地产业,K70
3191,601158,重庆水务,2010-03-29,,D05,自来水的生产和供应业,水的生产和供应业,D46
3192,601162,天风证券,2018-10-19,,J67,资本市场服务,资本市场服务,J67
3193,601163,三角轮胎,2016-09-09,,C29,橡胶和塑料制品业,橡胶和塑料制品业,C29
3194,601166,兴业银行,2007-02-05,,I01,银行业,货币金融服务,J66
3195,601168,西部矿业,2007-07-12,,B07,有色金属矿采选业,有色金属矿采选业,B09
3196,601169,北京银行,2007-09-19,,I01,银行业,货币金融服务,J66
3197,601177,杭齿前进,2010-10-11,,C71,普通机械制造业,通用设备制造业,C34
